,Date-Time,Lattitude,Longitude,Depth,Mag,Location
248,18 September 2018 - 03:51 PM,13.28,120.32,009,2.8,022 km S 48° W of Paluan (Occidental Mindoro)
249,18 September 2018 - 01:54 PM,06.02,126.43,131,2.7,080 km S 29° E of Governor Generoso (Davao Oriental)
250,18 September 2018 - 12:27 PM,16.16,119.98,018,3.4,001 km N 44° E of Alaminos City (Pangasinan)
251,18 September 2018 - 08:41 AM,07.92,126.60,071,3.8,021 km N 49° E of Cateel (Davao Oriental)
252,18 September 2018 - 06:40 AM,13.63,120.80,016,1.6,008 km S 68° W of Tingloy (Batangas)
253,18 September 2018 - 03:38 AM,10.37,125.29,029,2.4,011 km N 16° E of Anahawan (Southern Leyte)
254,18 September 2018 - 01:21 AM,05.69,126.12,036,3.0,059 km S 69° E of Jose Abad Santos (Davao Occidental)
255,18 September 2018 - 01:19 AM,13.98,120.34,069,2.2,028 km N 60° E of Lubang (Occidental Mindoro)
256,18 September 2018 - 01:07 AM,10.42,126.16,015,2.5,045 km N 12° E of Burgos (Surigao Del Norte)
257,18 September 2018 - 12:57 AM,05.69,126.56,035,3.1,106 km S 78° E of Jose Abad Santos (Davao Occidental)
258,17 September 2018 - 11:24 PM,09.55,126.09,032,2.2,016 km S 61° W of Socorro (Surigao Del Norte)
259,17 September 2018 - 08:16 PM,06.53,125.59,039,1.2,013 km N 12° W of Malita (Davao Occidental)
260,17 September 2018 - 07:19 PM,06.50,126.91,129,2.6,079 km S 41° E of Tarragona (Davao Oriental)
261,17 September 2018 - 07:01 PM,13.76,120.57,088,2.0,011 km S 43° W of Calatagan (Batangas)
262,17 September 2018 - 06:43 PM,10.39,125.23,013,1.9,013 km N 15° W of Anahawan (Southern Leyte)
263,17 September 2018 - 05:28 PM,14.00,124.02,008,3.0,017 km S 72° W of  Pandan (Catanduanes)
264,17 September 2018 - 03:17 PM,07.67,126.21,015,2.8,013 km S 89° E of  Compostela (Compostela Valley)
265,17 September 2018 - 01:37 PM,15.65,122.02,003,2.4,051 km S 76° E of  Baler (Aurora)
266,17 September 2018 - 11:20 AM,07.35,126.82,011,3.5,029 km S 67° E of  Baculin (Davao Oriental)
267,17 September 2018 - 11:03 AM,13.27,120.22,004,2.6,031 km S 60° W of Paluan (Occidental Mindoro)
268,17 September 2018 - 09:56 AM,07.59,126.16,019,2.8,012 km S 43° E of Compostela (Compostela Valley)
269,17 September 2018 - 09:48 AM,07.55,126.19,022,2.6,018 km S 40° E of Compostela (Compostela Valley)
270,17 September 2018 - 05:14 AM,09.41,125.45,070,2.4,023 km S 13° E of Malimono (Surigao Del Norte)
271,17 September 2018 - 05:04 AM,05.72,126.28,020,2.2,076 km S 76° E of Jose Abad Santos (Davao Occidental)
272,17 September 2018 - 04:48 AM,10.68,126.40,028,2.7,082 km N 26° E of Burgos (Surigao Del Norte)
273,17 September 2018 - 03:57 AM,10.54,126.38,001,2.4,067 km N 31° E of Burgos (Surigao Del Norte)
274,17 September 2018 - 01:25 AM,10.04,126.26,029,1.9,020 km N 82° E of Burgos (Surigao Del Norte)
275,17 September 2018 - 12:31 AM,13.19,124.39,064,3.0,026 km N 56° E of Prieto Diaz (Sorsogon)
276,17 September 2018 - 12:28 AM,10.71,126.25,001,3.1,068 km S 59° E of Guiuan (Eastern Samar)
277,17 September 2018 - 12:04 AM,05.70,126.38,136,3.8,087 km S 76° E of Jose Abad Santos (Davao Occidental)
278,16 September 2018 - 09:38 PM,11.28,124.62,003,3.3,003 km S 46° W of Capoocan (Leyte)
279,16 September 2018 - 09:10 PM,11.83,124.18,006,3.1,020 km N 73° W of Maripipi (Biliran)
280,16 September 2018 - 09:03 PM,14.94,122.66,006,2.8,040 km N 51° E of Jomalig (Quezon)
281,16 September 2018 - 08:54 PM,06.87,126.69,113,3.0,033 km S 54° E of Tarragona (Davao Oriental)
282,16 September 2018 - 08:29 PM,06.68,126.37,029,2.6,032 km N 84° E of Governor Generoso (Davao Oriental)
283,16 September 2018 - 08:28 PM,10.18,126.04,013,2.7,018 km N 11° W of Burgos (Surigao Del Norte)
284,16 September 2018 - 05:08 PM,06.94,126.63,001,3.1,032 km S 18° E of Manay (Davao Oriental)
285,16 September 2018 - 11:18 AM,19.88,121.99,032,2.0,052 km S 13° E of Sabtang (Batanes)
286,16 September 2018 - 08:19 AM,06.03,125.41,009,1.9,015 km N 63° E of Malapatan (Sarangani)
287,16 September 2018 - 08:03 AM,06.32,126.32,135,4.6,046 km S 36° E of Governor Generoso (Davao Oriental)
288,16 September 2018 - 05:04 AM,09.59,126.12,018,3.8,018 km S 81° E of Socorro (Surigao Del Norte)
289,16 September 2018 - 03:19 AM,06.17,119.97,035,4.7,070 km S 77° W of Pangutaran (Sulu)
290,16 September 2018 - 03:02 AM,10.54,122.67,029,2.1,009 km S 26° W  of San Lorenzo (Guimaras)
291,16 September 2018 - 02:50 AM,06.57,124.49,024,2.0,009 km N 62° W of Bagumbayan (Sultan Kudarat)
292,16 September 2018 - 02:14 AM,08.95,126.57,016,2.8,030 km N 84° E of Cagwait (Surigao Del Sur)
293,15 September 2018 - 10:01 PM,05.91,126.03,043,2.9,046 km N 86° E of Jose Abad Santos (Davao Occidental)
294,15 September 2018 - 03:57 PM,10.38,122.64,009,2.1,019 km S 34° E of Nueva Valencia (Guimaras)
295,15 September 2018 - 11:16 AM,10.25,125.46,001,2.5,010 km N 51° W of Libjo (Albor) (Surigao Del Norte)
296,15 September 2018 - 06:09 AM,06.98,125.61,049,2.5,010 km S 01° W of Davao City (Davao Del Sur)
297,15 September 2018 - 03:08 AM,10.58,126.00,002,2.7,059 km S 31° E of Guiuan (Eastern Samar)
298,15 September 2018 - 03:01 AM,04.86,126.71,013,3.3,151 km S 65° E of Sarangani (Davao Occidental)
299,15 September 2018 - 02:14 AM,13.83,120.51,051,2.3,013 km N 90° W of Calatagan (Batangas)
300,15 September 2018 - 12:59 AM,06.98,126.10,042,2.7,009 km N 76° E of Banaybanay (Davao Oriental)
301,15 September 2018 - 12:27 AM,06.53,123.51,021,2.6,060 km S 85° W of Kalamansig (Sultan Kudarat)
302,14 September 2018 - 09:35 PM,03.87,126.34,105,3.4,198 km S 29° E of Sarangani (Davao Occidental)
303,14 September 2018 - 07:46 PM,07.96,122.10,048,3.4,015 km N 78° W of Gutalac (Zamboanga Del Norte)
304,14 September 2018 - 06:32 PM,10.89,123.10,002,2.4,005 km S 63° E of Victorias City (Negros Occidental)
305,14 September 2018 - 12:55 PM,05.77,127.09,029,3.0,148 km S 49° E of Governor Generoso (Davao Oriental)
306,14 September 2018 - 12:00 PM,13.15,124.53,012,2.5,038 km N 75° E of Prieto Diaz (Sorsogon)
307,14 September 2018 - 11:43 AM,13.00,124.46,003,2.4,029 km S 77° E of Prieto Diaz (Sorsogon)
308,14 September 2018 - 09:53 AM,06.38,126.37,057,2.2,044 km S 47° E of Governor Generoso (Davao Oriental)
309,14 September 2018 - 08:24 AM,14.28,120.35,145,2.1,022 km S 39° W of Mariveles (Bataan)
310,14 September 2018 - 07:49 AM,06.09,126.04,122,2.6,040 km S 73° E of Don Marcelino (Davao Occidental)
311,14 September 2018 - 07:37 AM,12.75,124.34,024,2.0,008 km N 15° W of Biri (Northern Samar)
312,14 September 2018 - 07:26 AM,13.58,122.85,001,2.4,023 km  N 73° W of Pasacao (Camarines Sur)
313,14 September 2018 - 01:49 AM,15.39,119.72,020,2.2,021 km S 76° W of Palauig (Zambales)
314,14 September 2018 - 12:49 AM,03.19,128.41,179,5.1,410 km S 53° E of Sarangani (Davao Occidental)
315,13 September 2018 - 11:22 PM,13.67,120.62,080,2.0,018 km S 06° W of Calatagan (Batangas)
316,13 September 2018 - 11:05 PM,10.66,122.29,037,2.3,004 km S 81° W of Guimbal (Iloilo)
317,13 September 2018 - 10:56 PM,10.68,125.29,136,2.9,022 km N 41° E of Silago (Southern Leyte)
318,13 September 2018 - 08:08 PM,13.75,120.60,114,2.1,010 km S 24° W of Calatagan (Batangas)
319,13 September 2018 - 07:50 PM,05.43,126.16,047,2.7,077 km S 90° E of Sarangani (Davao Occidental)
320,13 September 2018 - 06:11 PM,13.61,120.88,002,2.5,002 km S 13° E of Tingloy (Batangas)
321,13 September 2018 - 06:08 PM,15.37,120.37,032,2.3,023 km S 71° W of San Jose (Tarlac)
322,13 September 2018 - 06:00 PM,15.62,119.95,026,2.1,002 km S 78° E of Candelaria (Zambales)
323,13 September 2018 - 04:58 PM,13.73,120.93,008,2.3,003 km S 32° W of Mabini (Batangas)
324,13 September 2018 - 10:40 AM,10.66,122.11,011,2.5,009 km N 21° W of San Joaquin (Iloilo)
325,13 September 2018 - 09:31 AM,17.88,121.25,033,2.0,018 km S 24° E of Kabugao (Apayao)
326,13 September 2018 - 07:05 AM,09.65,123.88,024,2.3,001 km N 89° E of Tagbilran City (Bohol)
327,13 September 2018 - 04:13 AM,19.97,121.26,008,2.6,075 km S 58° W of Sabtang (Batanes)
328,13 September 2018 - 12:39 AM,08.04,125.25,006,3.3,021 km S 56° E of Malaybalay City (Bukidnon)
329,13 September 2018 - 12:34 AM,18.89,119.42,020,2.6,135 km N 72° W of Burgos (Ilocos Norte)
330,13 September 2018 - 12:30 AM,13.05,124.38,001,2.0,020 km S 89° E of Prieto Diaz (Sorsogon)
331,12 September 2018 - 11:40 PM,13.33,120.30,003,2.5,020 km S 64° W of Paluan (Occidental Mindoro)
332,12 September 2018 - 11:23 PM,06.39,124.50,015,2.2,016 km N 02° E of Maitum (Sarangani)
333,12 September 2018 - 11:22 PM,06.40,124.53,018,2.1,014km S 60° W of Santo Nino (South Cotabato)
334,12 September 2018 - 10:55 PM,06.80,125.24,011,2.1,011 km N 16° W of Magsaysay (Davao Del Sur)
335,12 September 2018 - 10:30 PM,13.98,120.49,119,2.0,018 km S 51° W of Nasugbu (Batangas)
336,12 September 2018 - 10:20 PM,20.12,121.48,027,1.8,048 km S 60° W of Sabtang (Batanes)
337,12 September 2018 - 09:46 PM,20.36,121.24,016,2.9,066 km N 88° W of Sabtang (Batanes)
338,12 September 2018 - 09:09 PM,05.56,126.65,034,2.5,120 km S 72° E of Jose Abad Santos (Davao Occidental)
339,12 September 2018 - 09:04 PM,08.81,122.65,069,2.6,051 km S 56° W of Siaton (Negros Oriental)
340,12 September 2018 - 08:46 PM,10.01,126.11,015,2.5,004 km S 73° E of Burgos (Surigao Del Norte)
341,12 September 2018 - 08:26 PM,10.40,126.06,013,2.5,042 km N 01° W of Burgos (Surigao Del Norte)
342,12 September 2018 - 06:32 PM,13.87,123.35,001,2.3,018 km S 38° E of Siruma (Camarines Sur)
343,12 September 2018 - 06:27 PM,05.84,126.85,014,2.5,125 km S 44° E of Governor Generoso (Davao Oriental)
344,12 September 2018 - 06:14 PM,19.17,121.27,024,4.3,024 km S 60° W of Calayan (Cagayan)
345,12 September 2018 - 05:29 PM,10.26,125.30,033,2.0,005 km S 72° E of Anahawan (Southern Leyte)
346,12 September 2018 - 04:27 PM,18.80,121.01,008,3.8,023 km N 20° W of Claveria (Cagayan)
347,12 September 2018 - 03:12 PM,05.19,127.25,105,2.8,196 km S 67° E of Jose Abad Santos (Davao Occidental)
348,12 September 2018 - 11:05 AM,13.33,120.37,003,2.5,014 km S 47° W of Paluan (Occidental Mindoro)
349,12 September 2018 - 11:01 AM,17.67,120.11,027,2.8,029 km N 73° W of San Ildefonso (Ilocos Sur)
350,12 September 2018 - 10:31 AM,10.28,125.26,030,2.2,001 km N 08° W of Anahawan (Southern Leyte)
351,12 September 2018 - 07:29 AM,19.32,121.70,021,2.6,025 km N 81° Eof Calayan (Cagayan)
352,12 September 2018 - 07:07 AM,06.51,126.43,032,2.4,054 km S 25° E of Mati City (Davao Oriental)
353,12 September 2018 - 05:21 AM,20.20,122.09,000,1.4,027 km S 57° E of Sabtang (Batanes)
354,12 September 2018 - 04:29 AM,09.66,126.14,019,2.2,020 km N 78° W of Socorro (Surigao Del Norte)
355,12 September 2018 - 12:42 AM,13.90,120.07,048,2.0,008 km N 45° W of Lubang (Occidental Mindoro)
356,12 September 2018 - 12:05 AM,16.70,120.38,007,1.6,005 km N 56° E of San Juan (La Union)
357,11 September 2018 - 08:40 PM,13.06,125.37,026,3.3, 063 km N 26° E of Palapag (Northern Samar)
358,11 September 2018 - 08:14 PM,13.38,120.24,029,2.3,025 km S 82° W of Paluan (Occidental Mindoro)
359,11 September 2018 - 06:56 PM,12.82,124.71,002,2.9,034 km N 08° W of Mondragon (Northern Samar)
360,11 September 2018 - 03:10 PM,12.50,123.58,003,2.3,009 km N 71° E of Baleno (Masbate)
361,11 September 2018 - 01:33 PM,10.50,126.22,008,2.6,055 km N 17° E of Burgos (Surigao Del Norte)
362,11 September 2018 - 11:44 AM,06.66,126.37,045,2.4,033 km N 89° E of Governor Genereso (Davao Oriental)
363,11 September 2018 - 11:07 AM,11.73,125.04,002,2.3,004 km N 57° W of Hinabangan (Western Samar)
364,11 September 2018 - 10:29 AM,07.09,126.67,012,2.6,019 km S 47° E of Manay (Davao Oriental)
365,11 September 2018 - 10:16 AM,06.26,126.51,050,2.0,065 km S 48° E of Governor Generoso (Davao Oriental)
366,11 September 2018 - 10:12 AM,10.58,126.34,021,3.4,068 km N 26° E of Burgos (Surigao Del Norte)
367,11 September 2018 - 09:06 AM,07.86,125.03,004,3.0,010 km S 56° W of Valencia City (Bukidnon)
368,11 September 2018 - 08:21 AM,10.23,123.33,033,2.0,014 km N 26° E of Guihulngan (Negros Oriental)
369,11 September 2018 - 08:11 AM,10.55,126.55,022,2.3,078 km N 41° E of Burgos (Surigao del Norte)
370,11 September 2018 - 07:42 AM,10.66,126.58,001,3.6,090 km N 38° E of Burgos (Surigao del Norte)
371,11 September 2018 - 07:29 AM,13.94,120.49,178,2.5,019 km N 52° W of Calatagan (Batangas)
372,11 September 2018 - 07:19 AM,19.21,121.16,032,2.0,032 km S 75° W of Calayan (Cagayan)
373,11 September 2018 - 06:28 AM,08.97,122.71,011,2.6,038 km S 73° W of Siaton (Negros Oriental)
374,11 September 2018 - 06:00 AM,17.38,120.44,031,1.8,005 km N 71° W of Santa Maria (Ilocos Sur)
375,11 September 2018 - 05:53 AM,09.00,122.70,001,3.8,038 km S 78° W of Siaton (Negros Oriental)
376,11 September 2018 - 05:32 AM,08.92,122.61,026,2.7,048 km S 68° W of Siaton (Negros Oriental)
377,11 September 2018 - 05:10 AM,10.17,126.07,011,2.9,016 km N 02° W of Burgos (Surigao del Norte)
378,11 September 2018 - 05:08 AM,08.92,122.56,004,3.2,052 km S 06° W of Basay (Negros Oriental)
379,11 September 2018 - 04:39 AM,10.17,125.26,033,1.4,011 km S 01° W of Anahawan (Southern Leyte)
380,11 September 2018 - 04:31 AM,06.99,126.67,004,3.2,028 km S 30° E of Manay (Davao Oriental)
381,11 September 2018 - 04:30 AM,10.17,125.28,037,1.8,011 km S 05° E of Anahawan (Southern Leyte)
382,11 September 2018 - 04:20 AM,06.60,126.51,038,2.0,068 km S 03° W of Manay (Davao Oriental)
383,11 September 2018 - 04:18 AM,06.41,124.59,007,2.2,008 km S 40° W of Santo Niño (South Cotabato)
384,11 September 2018 - 03:58 AM,06.11,126.09,028,2.2,058 km South 00 of Governor Generoso (Davao Oriental)
385,11 September 2018 - 03:56 AM,05.45,124.46,001,2.0,063 km S 17° W of Kiamba (Sarangani)
386,11 September 2018 - 03:36 AM,10.30,125.98,015,1.9,032 km N 18° W of Burgos (Surigao del Norte)
387,11 September 2018 - 03:34 AM,10.65,125.31,023,1.7,042 km N 08° E of Anahawan (Southern Leyte)
388,11 September 2018 - 02:37 AM,09.60,122.54,022,2.5,006 km N 41° E of Hinoba-an (Negros Occidental)
389,11 September 2018 - 12:01 AM,16.82,120.13,021,2.1,036 km S 69° W of Tagudin (Ilocos Sur)
390,10 September 2018 - 11:10 PM,10.61,126.50,033,2.9,080 km N 35° E of Burgos (Surigao del Norte)
391,10 September 2018 - 10:21 PM,06.51,123.88,617,4.1,020 km S 70° W of Kalamansig (Sultan Kudarat)
392,10 September 2018 - 10:05 PM,07.98,126.54,059,2.5,023 km N 26° E of Cateel (Davao Oriental)
393,10 September 2018 - 09:40 PM,05.66,125.58,033,1.8,026 km S 08° W of Jose Abad Santos (Davao Occidental)
394,10 September 2018 - 09:26 PM,16.27,121.90,020,2.0,036 km S 68° W of Dilasag (Aurora)
395,10 September 2018 - 09:08 PM,11.24,124.59,007,1.9,007 km N 25° E of Kananga (Leyte)
396,10 September 2018 - 08:28 PM,10.31,125.24,030,2.0,004 km N 23° W of Anahawan (Southern Leyte)
397,10 September 2018 - 07:57 PM,10.68,126.45,001,5.0,084 km N 30° E of Burgos (Surigao del Norte)
398,10 September 2018 - 07:06 PM,05.39,125.76,067,2.6,057 km S 16° E of Jose Abad Santos (Davao Occidental)
399,10 September 2018 - 06:42 PM,06.40,124.46,023,2.1,017 km N 14° W of Maitum (Sarangani)
400,10 September 2018 - 06:37 PM,17.20,120.93,016,2.3,024 km S 74° E of Tubo (Abra)
401,10 September 2018 - 06:07 PM,05.05,125.91,033,2.8,065 km S 49° E of  Sarangani (Davao Occidental)
402,10 September 2018 - 05:38 PM,06.26,124.16,031,2.3,037 km N 88° W of  Maitum (Sarangani)
403,10 September 2018 - 05:37 PM,10.72,126.57,030,2.5,095 km N 35° E of  Burgos (Surigao Del Norte)
404,10 September 2018 - 05:30 PM,10.54,126.57,024,2.7,079 km N 43° E of  Burgos (Surigao Del Norte)
405,10 September 2018 - 05:27 PM,17.06,120.76,001,2.2,014 km S 76° W of  Sagada (Mountain Province)
406,10 September 2018 - 04:26 PM,13.59,120.63,046,2.0,019 km N 34° W of  Abra De Ilog (Occidental Mindoro)
407,10 September 2018 - 03:35 PM,06.51,125.00,023,2.0,007 km S 33° W of  Lambayong (Mariano Marcos)(Sultan Kudarat)
408,10 September 2018 - 03:12 PM,10.60,126.33,005,3.9,070 km N 23° E of  Burgos (Surigao del Norte)
409,10 September 2018 - 03:05 PM,10.54,126.09,017,4.2,057 km N 02° E of  Burgos (Surigao del Norte)
410,10 September 2018 - 03:03 PM,06.03,125.06,001,1.9,015 km S 56° W of General Santos City (South Cotabato)
411,10 September 2018 - 02:59 PM,10.59,126.33,004,3.7,069 km N 24° E of Burgos (Surigao del Norte)
412,10 September 2018 - 11:27 AM,06.02,126.47,101,2.2,082 km S 32° E of Governor Generoso (Davao Oriental)
413,10 September 2018 - 10:43 AM,10.64,126.37,001,4.9,076 km N 26° E of Burgos (Surigao del Norte)
414,10 September 2018 - 10:28 AM,10.60,126.30,004,3.4,069 km N 21° E of Burgos (Surigao del Norte)
415,10 September 2018 - 10:27 AM,10.61,126.32,003,1.9,071 km N 22° E of Burgos (Surigao del Norte)
416,10 September 2018 - 10:07 AM,09.99,125.99,001,2.5,004 km N 40° W of Benito (Surigao del Norte)
417,10 September 2018 - 09:07 AM,11.29,126.01,050,2.3,043 km N 48° E of Guiuan (Eastern Samar)
418,10 September 2018 - 04:42 AM,19.98,121.35,011,2.6,067 km S 54° W of Sabtang (Batanes)
419,10 September 2018 - 03:34 AM,14.94,123.87,040,2.0,104 km N 18° W of Pandan (Catanduanes)
420,10 September 2018 - 01:57 AM,07.74,124.76,001,2.4,011 km N 06° E of Wao (Lanao Del Sur)
421,10 September 2018 - 12:32 AM,08.75,126.67,025,2.7,041 km S 81° E of Marihatag (Surigao Del Sur)
422,10 September 2018 - 12:20 AM,10.28,125.20,023,1.5,004 km N 70° E of Cabalian (San Juan) (Southern Leyte)
423,09 September 2018 - 11:18 PM,12.86,119.87,026,2.1,076 km N 03° W of Busuanga (Palawan)
424,09 September 2018 - 10:31 PM,16.23,119.95,025,2.2,007 km S 03° W of Anda (Pangasinan)
425,09 September 2018 - 09:33 PM,13.76,120.57,080,1.5,010 km S 42° W of Calatagan (Batangas)
426,09 September 2018 - 08:38 PM,13.88,123.96,020,2.2,014 km N 09° E of Caramoan (Camarines Sur)
427,09 September 2018 - 08:01 PM,06.02,126.39,098,2.1,078 km S 27° E of Governor Generoso (Davao Oriental)
428,09 September 2018 - 07:32 PM,10.28,125.26,017,2.2,001 km N 07° W of Anahawan (Southern Leyte)
429,09 September 2018 - 07:05 PM,09.08,126.35,037,3.6,014 km N 33° E of Bayabas (Surigao Del Sur)
430,09 September 2018 - 06:26 PM,05.69,126.40,065,2.5,096 km S 54° E of Don Marcelino (Davao Occidental)
431,09 September 2018 - 05:31 PM,05.63,123.83,521,3.5,077 km S 32° W of Palimbang (Sultan Kudarat)
432,09 September 2018 - 04:43 PM,10.24,125.29,026,2.0,005 km S 37° E of Anahawan (Southern Leyte)
433,09 September 2018 - 04:35 PM,10.28,125.18,001,2.8,002 km N 20° E of Cabalian (San Juan) (Southern Leyte)
434,09 September 2018 - 04:06 PM,11.12,126.56,016,2.4,092 km N 84° E of Guiuan (Eastern Samar)
435,09 September 2018 - 03:44 PM,09.36,126.09,026,2.5,014 km N 52° E of Cortes (Surigao del Sur)
436,09 September 2018 - 09:36 AM,05.90,126.86,054,3.1,120 km S 46° E of Governor Generoso (Davao Oriental)
437,09 September 2018 - 08:22 AM,09.84,126.51,022,1.5,039 km N 80° E of General Luna (Surigao Del Norte)
438,09 September 2018 - 07:58 AM,09.43,123.96,015,1.7,020 km S 15° W of Loay (Bohol)
439,09 September 2018 - 04:17 AM,09.50,125.91,120,2.2,014 km S 24° W of Socorro (Surigao Del Norte)
440,09 September 2018 - 03:58 AM,18.41,121.94,025,2.5,007 km S 26° E of Adams (Ilocos Norte)
441,09 September 2018 - 02:06 AM,05.47,126.60,080,2.8,118 km S 67° E of Jose Abad Santos (Davao Occidental)
442,09 September 2018 - 01:15 AM,07.14,126.61,015,3.3,011 km S 41° E of Manay (Davao Oriental)
443,09 September 2018 - 12:44 AM,09.76,125.83,032,2.0,020 km S 52° W of  Del Carmen (Surigao Del Norte)
444,08 September 2018 - 10:24 PM,16.37,120.91,002,2.4,001 km N 63° E of  Kayapa (Nueva Vizcaya)
445,08 September 2018 - 10:22 PM,09.09,126.55,019,2.6,032 km N 66° E of  Bayabas (Surigao Del Sur)
446,08 September 2018 - 10:16 PM,14.86,121.98,001,2.2,002 km N 49° E of  Burdeos (Quezon)
447,08 September 2018 - 10:04 PM,10.68,126.47,012,2.3,086 km N 31° E of  Burgos (Surigao Del Norte)
448,08 September 2018 - 09:52 PM,07.07,126.54,008,3.1,016 km S 01° E of  Manay (Davao Oriental)
449,08 September 2018 - 09:35 PM,08.74,125.80,010,2.8,006 km N 57° E of  Bayugan City (Agusan Del Sur)
450,08 September 2018 - 09:16 PM,05.57,125.04,032,3.0,033 km S 30° W of  Glan (Sarangani)
451,08 September 2018 - 09:00 PM,05.82,126.16,131,2.7,066 km S 51° E of  Don Marcelino (Davao Occidental)
452,08 September 2018 - 08:50 PM,13.90,123.12,029,2.1,021 km N 48° E of  Sipocot (Camarines Sur)
453,08 September 2018 - 06:53 PM,07.17,126.44,011,2.1,012 km S 67° W of  Manay (Davao Oriental)
454,08 September 2018 - 05:48 PM,07.37,126.58,123,3.1,018 km N 14° E of  Manay (Davao Oriental)
455,08 September 2018 - 05:35 PM,13.50,120.20,018,2.6,025 km S 12° W of Looc (Occidental Mindoro)
456,08 September 2018 - 05:18 PM,07.14,126.57,010,3.7,009 km S 24° E of Manay (Davao Oriental)
457,08 September 2018 - 03:16 PM,07.13,126.53,010,6.4,009 km S 03° W of Manay (Davao Oriental)
458,08 September 2018 - 01:32 PM,5.26,126.30,027,3.1,094 km S 78° E of Sarangani (Davao Occidental)
459,08 September 2018 - 10:45 AM,13.68,120.50,141,2.1,022 km S 44° W of Calatagan (Batangas)
460,08 September 2018 - 09:31 AM,06.63,125.22,001,1.7,008 km N 29° W of Koronadal (South Cotabato)
461,08 September 2018 - 09:19 AM,13.50,120.87,015,1.5,014 km N 12° W of Abra De Ilog (Oriental Mindoro)
462,08 September 2018 - 09:05 AM,06.04,127.01,109,2.2,125 km S 57° E of Governor Generoso (Davao Oriental)
463,08 September 2018 - 08:55 AM,14.01,120.51,113,2.3,015 km S 75° W of Lian (Batangas)
464,08 September 2018 - 08:36 AM,13.99,123.24,004,2.0,002 km S 42° W of Siruma (Camarines Sur)
465,08 September 2018 - 07:01 AM,06.53,126.53,038,2.2,052 km S 75° E of Governor Generoso (Davao Oriental)
466,08 September 2018 - 06:33 AM,06.56,126.60,060,2.0,056 km S 17° E of Tarragona  (Davao Oriental)
467,08 September 2018 - 06:16 AM,17.79,120.44,046,2.2,005 km N 87° W of Cabugao  (Ilocos Sur)
468,08 September 2018 - 05:15 AM,06.26,124.52,022,1.6,003 km N 60° E of Maitum  (Sarangani)
469,08 September 2018 - 05:07 AM,14.15,125.13,015,1.8,091 km N 63° E of Gigmoto (Catanduanes)
470,08 September 2018 - 04:46 AM,16.23,120.35,006,2.0,007 km S 31° W of Santo Tomas (La Union)
471,08 September 2018 - 03:41 AM,09.50,126.43,019,2.6,036 km N 47° E of Cortes (Surigao Del Sur)
472,08 September 2018 - 02:46 AM,06.57,123.89,001,2.1,018 km S 89° W of Kalamansig (Sultan Kudarat)
473,08 September 2018 - 01:03 AM,10.26,125.50,033,1.5,014 km S 38° W of Loreto (Dinagat Islands)
474,08 September 2018 - 12:53 AM,06.23,124.61,012,2.2,013 km S 81° E of Maitum (Sarangani)
475,08 September 2018 - 12:51 AM,06.21,124.59,013,2.7,011 km S 68° E of Maitum (Sarangani)
476,08 September 2018 - 12:08 AM,06.30,126.45,096,2.4,057 km S 46° E of Governor Generoso (Davao Oriental)
477,07 September 2018 - 11:20 PM,15.81,122.03,001,1.8,037 km S 13° E of Dinalungan (Aurora)
478,07 September 2018 - 11:13 PM,18.81,121.98,003,3.0,043 km N 23° W of Santa Ana (Cagayan)
479,07 September 2018 - 11:09 PM,18.84,121.87,001,3.0,052 km N 33° W of Santa Ana (Cagayan)
480,07 September 2018 - 09:48 PM,13.51,120.87,001,2.2,009 km N 83° W of Puerto Galera (Oriental Mindoro)
481,07 September 2018 - 07:33 PM,05.95,126.56,001,3.1,094 km S 35° E of Governor Generoso (Davao Oriental)
482,07 September 2018 - 07:05 PM,13.67,120.58,083,1.6,018 km S 17° W of Calatagan (Batangas)
483,07 September 2018 - 06:31 PM,10.10,125.99,034,1.7,010 km N 27° W of Santa Monica (Sapao) (Surigao Del Norte)
484,07 September 2018 - 06:03 PM,05.79,126.42,054,3.0,090 km S 83° E of Jose Abad Santos (Davao Occidental)
485,07 September 2018 - 05:54 PM,06.15,125.27,022,2.1,013 km S 10° E of Malungon (Sarangani)
486,07 September 2018 - 02:54 PM,09.51,122.43,032,2.5,009 km S 53° W of Hinoba-an (Negros Occidental)
487,07 September 2018 - 08:57 AM,05.88,126.36,030,2.8,083 km S 90° E of Jose Abad Santos (Davao Occidental)
488,07 September 2018 - 08:37 AM,06.71,126.82,022,3.4,056 km S 48° E of Tarragona (Davao Oriental)
489,07 September 2018 - 07:32 AM,07.68,124.65,404,3.8,012 km N 71° W of Wao (Lanao del Sur)
490,07 September 2018 - 06:46 AM,06.54,126.60,045,2.7,059 km S 78° E of Governor Generoso (Davao Oriental)
491,07 September 2018 - 06:35 AM,04.89,124.68,026,3.1,106 km S 56° W of Sarangani (Davao Occidental)
492,07 September 2018 - 04:02 AM,10.42,125.18,002,2.3,003 km N 25° W of Hinunangan (Southern Leyte)
493,07 September 2018 - 02:23 AM,16.28,121.86,030,2.0,019 km N 34° W of Dinalungan (Aurora)
494,06 September 2018 - 09:50 PM,14.84,119.98,032,1.9,017 km S 46° W of San Antonio (Zambales)
495,06 September 2018 - 08:59 PM,17.81,120.74,003,2.2,010 km N 31° E of Lagayan (Abra)
496,06 September 2018 - 08:51 PM,10.37,125.16,001,2.5,005 km S 53° W of Hinunangan (Southern Leyte)
